-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ----------------------------------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls                              Input Shapes  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ----------------------------------------  
                                             aten::view         0.01%       5.272us         0.01%       5.272us       2.636us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                              [[1, 3], []]  
                                           aten::select         0.18%     104.851us         0.22%     123.829us       9.525us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            13                        [[1, 128], [], []]  
                                           aten::select         0.04%      24.935us         0.05%      30.093us       7.523us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[1, 128, 128], [], []]  
                                       aten::as_strided         0.01%       5.158us         0.01%       5.158us       1.289us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4               [[1, 128, 128], [], [], []]  
                                           aten::select         0.03%      19.237us         0.04%      22.074us       7.358us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                     [[1, 128, 3], [], []]  
                                           aten::select         0.20%     114.390us         0.24%     137.881us      11.490us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12                       [[2, 1, 3], [], []]  
                                       aten::as_strided         0.04%      23.491us         0.04%      23.491us       1.958us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12                   [[2, 1, 3], [], [], []]  
                                           aten::select         0.06%      33.437us         0.07%      39.689us       6.615us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                          [[1, 3], [], []]  
                                            aten::slice         0.16%      89.000us         0.19%     106.581us       7.105us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            15                     [[3], [], [], [], []]  
                                       aten::as_strided         0.03%      17.581us         0.03%      17.581us       1.172us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            15                         [[3], [], [], []]  
                                        cudaMemcpyAsync         1.02%     581.242us         1.02%     581.242us      15.709us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            37                                        []  
                                            aten::slice         0.42%     241.029us         0.49%     282.044us       9.098us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            31                   [[128], [], [], [], []]  
                                       aten::as_strided         0.08%      47.043us         0.08%      47.043us       1.384us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34                       [[128], [], [], []]  
                                            aten::slice         0.05%      30.277us         0.06%      36.421us       9.105us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4              [[128, 512], [], [], [], []]  
                                       aten::as_strided         0.01%       6.144us         0.01%       6.144us       1.536us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                  [[128, 512], [], [], []]  
                                  cudaStreamIsCapturing         0.05%      27.061us         0.05%      27.061us       1.691us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16                                        []  
                                       aten::lift_fresh         0.00%       1.048us         0.00%       1.048us       1.048us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                    [[16]]  
                                          aten::flatten         0.01%       7.809us         0.03%      15.799us      15.799us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[128, 8192], [], []]  
                                             aten::view         0.01%       7.990us         0.01%       7.990us       7.990us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                         [[128, 8192], []]  
                                            aten::slice         0.21%     122.126us         0.25%     142.505us       8.907us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16                  [[8192], [], [], [], []]  
                                       aten::as_strided         0.04%      20.379us         0.04%      20.379us       1.274us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16                      [[8192], [], [], []]  
                                     aten::index_select         0.01%       6.680us         0.01%       6.680us       6.680us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1               [[1048576], [], [16], [16]]  
                                            aten::slice         0.06%      36.496us         0.08%      43.061us       8.612us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                   [[129], [], [], [], []]  
                                       aten::as_strided         0.01%       6.565us         0.01%       6.565us       1.313us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                       [[129], [], [], []]  
                                       aten::lift_fresh         0.00%       0.450us         0.00%       0.450us       0.450us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[1]]  
                                              aten::add         0.02%      10.670us         0.02%      10.670us      10.670us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[1], [1], [], [1]]  
                                           aten::detach         0.01%       5.104us         0.01%       5.104us       5.104us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[1]]  
                                               aten::to         0.00%       2.795us         0.00%       2.795us       2.795us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1         [[1], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       1.150us         0.00%       1.150us       0.575us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                     [[1]]  
                                      aten::resolve_neg         0.00%       0.768us         0.00%       0.768us       0.384us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                     [[1]]  
                                          aten::reshape         0.01%       4.105us         0.01%       7.177us       7.177us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                [[16], []]  
                                             aten::view         0.01%       3.072us         0.01%       3.072us       3.072us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                [[16], []]  
                                               aten::to         0.01%       6.134us         0.15%      83.095us      83.095us       0.000us         0.00%       1.472us       1.472us           0 B           0 B         512 B           0 B             1                    [[16], [], [], [], []]  
                                         aten::_to_copy         0.04%      25.095us         0.13%      76.961us      76.961us       0.000us         0.00%       1.472us       1.472us           0 B           0 B         512 B           0 B             1            [[16], [], [], [], [], [], []]  
                                    aten::empty_strided         0.06%      36.575us         0.06%      36.575us      18.288us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       1.00 KB       1.00 KB             2                  [[], [], [], [], [], []]  
                                       cuLaunchKernelEx         1.00%     574.791us         1.00%     574.791us      10.451us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            55                                        []  
                                            aten::slice         0.02%       8.598us         0.02%      10.840us      10.840us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[2], [], [], [], []]  
                                       aten::as_strided         0.00%       2.242us         0.00%       2.242us       2.242us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                         [[2], [], [], []]  
                                            aten::slice         0.09%      49.033us         0.10%      59.077us       9.846us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                    [[16], [], [], [], []]  
                                       aten::as_strided         0.02%      10.044us         0.02%      10.044us       1.674us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                        [[16], [], [], []]  
                                            aten::fill_         0.02%      12.995us         0.03%      17.555us       8.778us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                 [[0], []]  
                                           aten::detach         0.01%       3.208us         0.01%       3.208us       3.208us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                   [[128]]  
                                               aten::to         0.00%       1.527us         0.00%       1.527us       1.527us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1       [[128], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       0.543us         0.00%       0.543us       0.543us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                   [[128]]  
                                      aten::resolve_neg         0.00%       0.446us         0.00%       0.446us       0.446us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                   [[128]]  
                                            aten::slice         0.01%       8.008us         0.02%       9.316us       9.316us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[1, 512], [], [], [], []]  
                                       aten::as_strided         0.00%       1.308us         0.00%       1.308us       1.308us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                    [[1, 512], [], [], []]  
                                            aten::fill_         0.01%       7.394us         0.01%       7.394us       7.394us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                            [[0, 512], []]  
                                               aten::lt         0.02%      10.898us         0.02%      10.898us      10.898us       0.000us         0.00%       0.000us       0.000us           1 B           1 B           0 B           0 B             1                                [[1], [1]]  
                                       aten::lift_fresh         0.00%       0.679us         0.00%       0.679us       0.679us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                      [[]]  
                                            aten::copy_         0.01%       4.560us         0.01%       4.560us       4.560us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                             [[0], [], []]  
                                     aten::resolve_conj         0.00%       0.559us         0.00%       0.559us       0.559us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[2]]  
                                      aten::resolve_neg         0.00%       0.402us         0.00%       0.402us       0.402us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[2]]  
                                   prefill_graph_replay         0.89%     506.876us         2.89%       1.654ms       1.654ms       0.000us         0.00%       5.951us       5.951us           0 B           0 B           0 B           0 B             1                                        []  
                                            aten::slice         0.01%       6.622us         0.01%       7.694us       7.694us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[9], [], [], [], []]  
                                       aten::as_strided         0.00%       1.072us         0.00%       1.072us       1.072us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                         [[9], [], [], []]  
                                            aten::slice         0.01%       6.796us         0.01%       7.837us       7.837us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[8], [], [], [], []]  
                                       aten::as_strided         0.00%       1.041us         0.00%       1.041us       1.041us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                         [[8], [], [], []]  
                                            aten::slice         0.01%       6.809us         0.01%       8.123us       8.123us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[8, 512], [], [], [], []]  
                                       aten::as_strided         0.00%       1.314us         0.00%       1.314us       1.314us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                    [[8, 512], [], [], []]  
                                        cudaGraphLaunch         8.66%       4.957ms         8.66%       4.957ms       1.652ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                        []  
                                               aten::to         0.01%       5.872us         0.14%      79.652us      26.551us       0.000us         0.00%       1.856us       0.619us           0 B           0 B         512 B           0 B             3                     [[1], [], [], [], []]  
                                         aten::_to_copy         0.02%      13.430us         0.13%      73.780us      73.780us       0.000us         0.00%       1.856us       1.856us           0 B           0 B         512 B           0 B             1             [[1], [], [], [], [], [], []]  
                                       aten::as_strided         0.01%       4.318us         0.01%       4.318us       4.318us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                  [[16, 2048], [], [], []]  
                                          aten::reshape         0.01%       5.076us         0.01%       6.801us       6.801us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                 [[1], []]  
                                             aten::view         0.00%       1.725us         0.00%       1.725us       1.725us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                 [[1], []]  
                                           aten::linear         0.02%      10.479us         0.24%     138.139us     138.139us       0.000us         0.00%     980.611us     980.611us           0 B           0 B     344.50 KB           0 B             1           [[1, 2048], [176384, 2048], []]  
                                                aten::t         0.04%      20.207us         0.09%      50.874us      16.958us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                          [[176384, 2048]]  
                                        aten::transpose         0.04%      23.439us         0.05%      30.667us      10.222us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                  [[176384, 2048], [], []]  
                                       aten::as_strided         0.01%       7.228us         0.01%       7.228us       2.409us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3              [[176384, 2048], [], [], []]  
                                           aten::matmul         0.01%       6.260us         0.19%     110.820us     110.820us       0.000us         0.00%     980.611us     980.611us           0 B           0 B     344.50 KB           0 B             1               [[1, 2048], [2048, 176384]]  
                                            aten::alias         0.00%       2.175us         0.00%       2.175us       2.175us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                             [[1, 176384]]  
                                            aten::slice         0.13%      75.526us         0.16%      90.324us      10.036us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9              [[128, 128], [], [], [], []]  
                                       aten::as_strided         0.03%      14.798us         0.03%      14.798us       1.644us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9                  [[128, 128], [], [], []]  
                                            aten::slice         0.08%      46.966us         0.11%      60.315us       8.616us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7                [[128, 3], [], [], [], []]  
                                       aten::as_strided         0.02%      13.349us         0.02%      13.349us       1.907us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7                    [[128, 3], [], [], []]  
                                           aten::__or__         0.07%      38.041us         0.46%     265.563us      37.938us       0.000us         0.00%       8.192us       1.170us           0 B           0 B       3.50 KB           0 B             7                                [[1], [1]]  
                                         cudaEventQuery         0.02%      12.381us         0.02%      12.381us       6.191us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        []  
                                           aten::select         0.06%      36.999us         0.08%      44.185us      11.046us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                       [[2, 1158], [], []]  
                                       aten::as_strided         0.01%       7.186us         0.01%       7.186us       1.796us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[2, 1158], [], [], []]  
                                           aten::detach         0.01%       4.083us         0.01%       4.083us       2.041us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1158]]  
                                               aten::to         0.01%       3.143us         0.01%       3.143us       1.572us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2      [[1158], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       0.992us         0.00%       0.992us       0.496us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1158]]  
                                      aten::resolve_neg         0.00%       0.727us         0.00%       0.727us       0.364us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1158]]  
                                            aten::slice         0.18%     104.818us         0.22%     127.287us       7.072us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18                  [[1158], [], [], [], []]  
                                       aten::as_strided         0.04%      22.469us         0.04%      22.469us       1.248us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18                      [[1158], [], [], []]  
                                             aten::view         0.01%       4.536us         0.01%       4.536us       2.268us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                               [[512], []]  
                                          aten::__and__         0.07%      42.450us         0.51%     289.176us      36.147us       0.000us         0.00%       9.536us       1.192us           0 B           0 B       4.00 KB           0 B             8                                [[1], [1]]  
                                    aten::scalar_tensor         0.29%     165.821us         1.27%     726.147us      45.384us       0.000us         0.00%      14.719us       0.920us           0 B           0 B       8.00 KB           0 B            16                      [[], [], [], [], []]  
                                            aten::empty         0.59%     334.829us         0.59%     334.829us      11.958us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       8.00 KB       8.00 KB            28                  [[], [], [], [], [], []]  
                                          aten::resize_         0.19%     106.812us         0.19%     106.812us       8.901us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       6.50 KB       6.50 KB            12                             [[0], [], []]  
                                          aten::__and__         0.02%       8.998us         0.13%      75.146us      37.573us       0.000us         0.00%       2.880us       1.440us           0 B           0 B       1.00 KB           0 B             2                              [[1], [128]]  
                                               aten::to         0.00%       2.043us         0.00%       2.043us       0.511us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[128], [], [], [], []]  
                                        aten::unsqueeze         0.03%      15.135us         0.03%      17.160us       8.580us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                               [[128], []]  
                                               aten::to         0.00%       0.491us         0.00%       0.491us       0.491us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[128, 1], [], [], [], []]  
                                           aten::expand         0.03%      16.862us         0.04%      20.742us      10.371us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                             [[1], [], []]  
                                           aten::linear         0.03%      19.311us         0.55%     312.251us     156.125us       0.000us         0.00%       3.022ms       1.511ms           0 B           0 B      86.12 MB           0 B             2         [[128, 2048], [176384, 2048], []]  
                                           aten::matmul         0.02%      12.295us         0.45%     258.906us     129.453us       0.000us         0.00%       3.022ms       1.511ms           0 B           0 B      86.12 MB           0 B             2             [[128, 2048], [2048, 176384]]  
                                        cudaMemsetAsync         0.08%      46.947us         0.08%      46.947us      23.474us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        []  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.02%      10.008us         0.02%      10.008us       5.004us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        []  
                                            aten::alias         0.01%       5.242us         0.01%       5.242us       2.621us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                           [[128, 176384]]  
                                             aten::view         0.01%       7.645us         0.01%       7.645us       3.822us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                            [[128, 3], []]  
                                     aten::resolve_conj         0.00%       1.120us         0.00%       1.120us       0.560us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1, 3]]  
                                      aten::resolve_neg         0.00%       0.775us         0.00%       0.775us       0.388us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1, 3]]  
                                               aten::to         0.00%       0.522us         0.00%       0.522us       0.522us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[128, 2], [], [], [], []]  
                                            aten::slice         0.07%      39.927us         0.08%      46.401us      11.600us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                  [[1284], [], [], [], []]  
                                       aten::as_strided         0.01%       6.474us         0.01%       6.474us       1.619us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                      [[1284], [], [], []]  
                                           aten::select         0.08%      44.597us         0.09%      53.275us       7.611us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7                      [[1, 32896], [], []]  
                                           aten::select         0.02%      10.618us         0.03%      14.322us       7.161us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                     [[1, 3, 128], [], []]  
                                  cudaDeviceSynchronize         0.38%     217.820us         0.38%     217.820us     108.910us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        []  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ----------------------------------------  
Self CPU time total: 57.220ms
Self CUDA time total: 27.977ms

