-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------------------------------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls                                Input Shapes  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------------------------------------  
                                     aten::resolve_conj         0.00%       4.289us         0.00%       4.289us       0.477us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9                                       [[1]]  
                                      aten::resolve_neg         0.00%       3.281us         0.00%       3.281us       0.365us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9                                       [[1]]  
                                       cudaLaunchKernel         0.66%     771.612us         0.66%     771.612us      15.432us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            50                                          []  
                                          aten::reshape         0.00%       4.078us         0.01%       8.533us       8.533us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                [[1024], []]  
                                             aten::view         0.00%       4.455us         0.00%       4.455us       4.455us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                [[1024], []]  
                                               aten::to         0.01%       5.877us         0.07%      81.048us      81.048us       0.000us         0.00%       2.176us       2.176us           0 B           0 B       8.00 KB           0 B             1                    [[1024], [], [], [], []]  
                                         aten::_to_copy         0.02%      22.183us         0.06%      75.171us      75.171us       0.000us         0.00%       2.176us       2.176us           0 B           0 B       8.00 KB           0 B             1            [[1024], [], [], [], [], [], []]  
                                    aten::empty_strided         0.18%     204.709us         0.18%     204.709us      14.622us       0.000us         0.00%       0.000us       0.000us       4.51 KB       4.51 KB      15.50 KB      15.50 KB            14                    [[], [], [], [], [], []]  
                                       cuLaunchKernelEx         0.18%     207.848us         0.18%     207.848us      13.857us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            15                                          []  
                            runner_prepare_input_ids_t0         0.10%     112.432us         0.15%     173.682us     173.682us       0.000us         0.00%       0.512us       0.512us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::slice         0.02%      23.092us         0.02%      27.337us       9.112us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                       [[2], [], [], [], []]  
                                       aten::as_strided         0.00%       4.245us         0.00%       4.245us       1.415us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                           [[2], [], [], []]  
                             prefill_constraint_prepare         0.17%     199.410us         1.04%       1.205ms     401.571us       0.000us         0.00%       0.384us       0.128us           0 B           0 B           0 B           0 B             3                                          []  
                                  constraint_prepare_t0         0.58%     670.740us         0.74%     860.057us     860.057us       0.000us         0.00%       0.384us       0.384us           0 B           0 B           0 B           0 B             1                                          []  
                                             aten::view         0.03%      37.325us         0.03%      37.325us       4.147us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9                           [[1, 128, 3], []]  
                                             aten::view         0.05%      61.756us         0.05%      61.756us       3.431us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18                              [[1, 128], []]  
                                            aten::slice         0.07%      78.944us         0.08%      94.919us       9.492us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            10                  [[128, 3], [], [], [], []]  
                                       aten::as_strided         0.01%      15.975us         0.01%      15.975us       1.598us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            10                      [[128, 3], [], [], []]  
                                             aten::view         0.08%      87.427us         0.08%      87.427us       2.914us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            30                         [[1, 128, 128], []]  
                                            aten::slice         0.19%     222.675us         0.23%     269.709us       8.428us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            32                [[128, 128], [], [], [], []]  
                                       aten::as_strided         0.04%      47.034us         0.04%      47.034us       1.470us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            32                    [[128, 128], [], [], []]  
                                             aten::view         0.00%       3.856us         0.00%       3.856us       3.856us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                [[1, 3], []]  
                                            aten::slice         0.01%       7.495us         0.01%       8.597us       8.597us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[3], [], [], [], []]  
                                       aten::as_strided         0.00%       1.102us         0.00%       1.102us       1.102us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                           [[3], [], [], []]  
                                             aten::view         0.01%       7.083us         0.01%       7.083us       2.361us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                   [[1], []]  
                                            aten::slice         0.15%     171.905us         0.18%     203.800us       8.492us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24                     [[385], [], [], [], []]  
                                       aten::as_strided         0.03%      31.895us         0.03%      31.895us       1.329us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24                         [[385], [], [], []]  
                                            aten::empty         0.04%      43.056us         0.04%      43.056us       6.151us       0.000us         0.00%       0.000us       0.000us       2.51 KB       2.51 KB           0 B           0 B             7                    [[], [], [], [], [], []]  
                                               aten::to         0.00%       4.725us         0.06%      74.863us      37.431us       0.000us         0.00%       0.416us       0.208us           0 B           0 B         512 B           0 B             2                   [[1], [], [], [], [], []]  
                                  cudaStreamSynchronize         0.04%      42.272us         0.04%      42.272us       6.039us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7                                          []  
                            runner_get_slot_mappings_t0         0.09%     109.017us         0.12%     137.592us     137.592us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::slice         0.04%      46.075us         0.05%      54.853us       9.142us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                    [[1024], [], [], [], []]  
                                       aten::as_strided         0.01%       8.778us         0.01%       8.778us       1.463us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                        [[1024], [], [], []]  
                                            aten::fill_         0.03%      40.688us         0.05%      55.254us       9.209us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                                   [[0], []]  
                     runner_build_attention_metadata_t0         0.47%     548.169us         0.58%     677.241us     677.241us       0.000us         0.00%       0.000us       0.000us           0 B          -1 B           0 B           0 B             1                                          []  
                                           aten::detach         0.01%       7.949us         0.01%       7.949us       2.650us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[128]]  
                                               aten::to         0.00%       3.968us         0.00%       3.968us       1.323us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3         [[128], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       1.361us         0.00%       1.361us       0.454us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[128]]  
                                      aten::resolve_neg         0.00%       1.082us         0.00%       1.082us       0.361us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[128]]  
                                            aten::slice         0.03%      35.334us         0.04%      42.191us       8.438us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                 [[1, 2560], [], [], [], []]  
                                       aten::as_strided         0.01%       6.857us         0.01%       6.857us       1.371us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                     [[1, 2560], [], [], []]  
                                            aten::fill_         0.02%      25.696us         0.02%      25.696us       8.565us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                             [[0, 2560], []]  
                                               aten::lt         0.03%      29.378us         0.03%      29.378us       9.793us       0.000us         0.00%       0.000us       0.000us           3 B           3 B           0 B           0 B             3                                  [[1], [1]]  
                                       aten::lift_fresh         0.00%       2.809us         0.00%       2.809us       0.562us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                                        [[]]  
                                            aten::slice         0.04%      43.029us         0.05%      52.795us       8.799us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                       [[1], [], [], [], []]  
                                       aten::as_strided         0.01%       9.766us         0.01%       9.766us       1.628us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                           [[1], [], [], []]  
                                            aten::copy_         0.01%      14.566us         0.01%      14.566us       4.855us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                               [[0], [], []]  
                                     aten::resolve_conj         0.00%       1.721us         0.00%       1.721us       0.574us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                       [[2]]  
                                      aten::resolve_neg         0.00%       1.059us         0.00%       1.059us       0.353us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                       [[2]]  
                                   runner_preprocess_t0         0.08%      94.495us         0.10%     110.891us     110.891us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                runner_model_forward_t0         0.24%     279.640us         1.69%       1.964ms       1.964ms       0.000us         0.00%       5.984us       5.984us           0 B           0 B           0 B           0 B             1                                          []  
                                prefill_graph_replay_t0         0.37%     426.728us         1.45%       1.685ms       1.685ms       0.000us         0.00%       5.984us       5.984us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::slice         0.01%       8.465us         0.01%       9.483us       9.483us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[9], [], [], [], []]  
                                       aten::as_strided         0.00%       1.018us         0.00%       1.018us       1.018us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                           [[9], [], [], []]  
                                            aten::slice         0.01%       7.849us         0.01%       8.836us       8.836us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[8], [], [], [], []]  
                                       aten::as_strided         0.00%       0.987us         0.00%       0.987us       0.987us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                           [[8], [], [], []]  
                                            aten::slice         0.01%       8.500us         0.01%       9.767us       9.767us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                 [[8, 2560], [], [], [], []]  
                                       aten::as_strided         0.00%       1.267us         0.00%       1.267us       1.267us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[8, 2560], [], [], []]  
                                        cudaGraphLaunch         4.03%       4.687ms         4.03%       4.687ms       1.562ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                          []  
                                               aten::to         0.00%       4.133us         0.06%      73.644us      73.644us       0.000us         0.00%       1.728us       1.728us           0 B           0 B         512 B           0 B             1                       [[1], [], [], [], []]  
                                         aten::_to_copy         0.02%      22.849us         0.12%     139.649us      69.824us       0.000us         0.00%       2.144us       1.072us           0 B           0 B       1.00 KB           0 B             2               [[1], [], [], [], [], [], []]  
                                       aten::as_strided         0.01%       8.042us         0.01%       8.042us       4.021us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                  [[1024, 2048], [], [], []]  
                                          aten::reshape         0.01%       8.502us         0.01%      12.971us       6.486us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                   [[1], []]  
                                           aten::linear         0.01%       9.359us         0.11%     131.903us     131.903us       0.000us         0.00%     143.969us     143.969us           0 B           0 B      48.50 KB           0 B             1              [[1, 2048], [24704, 2048], []]  
                                                aten::t         0.01%      12.396us         0.04%      47.074us      15.691us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                             [[24704, 2048]]  
                                        aten::transpose         0.02%      29.067us         0.03%      34.678us      11.559us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                     [[24704, 2048], [], []]  
                                       aten::as_strided         0.00%       5.611us         0.00%       5.611us       1.870us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                 [[24704, 2048], [], [], []]  
                                           aten::matmul         0.01%       6.731us         0.09%     108.894us     108.894us       0.000us         0.00%     143.969us     143.969us           0 B           0 B      48.50 KB           0 B             1                  [[1, 2048], [2048, 24704]]  
                                            aten::alias         0.00%       2.228us         0.00%       2.228us       2.228us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                [[1, 24704]]  
                                            aten::slice         0.01%       6.457us         0.01%       7.846us       7.846us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[1, 24704], [], [], [], []]  
                                       aten::as_strided         0.00%       1.389us         0.00%       1.389us       1.389us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                    [[1, 24704], [], [], []]  
                                constraint_prelaunch_t0         0.33%     379.669us         0.90%       1.046ms       1.046ms       0.000us         0.00%       1.568us       1.568us           0 B           0 B           0 B           0 B             1                                          []  
                runner_update_async_output_token_ids_t0         0.04%      47.349us         0.04%      47.349us      47.349us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                prefill_constraint_topk         0.41%     477.519us         0.43%     501.647us     501.647us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                             aten::view         0.00%       5.635us         0.00%       5.635us       5.635us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                             [[1, 1, 1], []]  
                                            aten::slice         0.08%      93.747us         0.10%     111.929us       7.995us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            14                  [[1, 128], [], [], [], []]  
                                       aten::as_strided         0.02%      25.228us         0.02%      25.228us       1.328us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            19                      [[1, 128], [], [], []]  
                                       sample_tokens_t0         0.65%     761.987us        25.21%      29.336ms      29.336ms       0.000us         0.00%       0.000us       0.000us       1.50 KB           0 B     -52.50 KB     -52.50 KB             1                                          []  
                                       runner_sample_t0         0.08%      87.823us        24.10%      28.045ms      28.045ms       0.000us         0.00%       0.000us       0.000us       1.50 KB           0 B           0 B           0 B             1                                          []  
                      constraint_consume_prelaunched_t0         0.03%      34.204us         0.03%      34.204us      34.204us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                beam_worker_decision_t0         0.05%      63.355us        24.00%      27.923ms      27.923ms       0.000us         0.00%       0.000us       0.000us       1.50 KB           0 B           0 B           0 B             1                                          []  
                            beam_prefill_postprocess_t0         0.29%     336.179us        23.94%      27.860ms      27.860ms       0.000us         0.00%       0.000us       0.000us       1.50 KB           0 B           0 B           0 B             1                                          []  
                                        aten::is_pinned         0.04%      40.759us         0.04%      48.039us      16.013us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                 [[385], []]  
                               cudaPointerGetAttributes         0.01%       7.280us         0.01%       7.280us       2.427us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                          []  
                                    prefill_result_wait         0.03%      36.397us        23.54%      27.393ms      27.393ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::clone         0.03%      30.514us         0.06%      72.783us      24.261us       0.000us         0.00%       0.000us       0.000us       4.51 KB           0 B           0 B           0 B             3                                 [[385], []]  
                                           aten::detach         0.00%       4.758us         0.00%       4.758us       1.586us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[385]]  
                                               aten::to         0.00%       3.300us         0.00%       3.300us       1.100us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3         [[385], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       1.351us         0.00%       1.351us       0.450us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[385]]  
                                      aten::resolve_neg         0.00%       1.020us         0.00%       1.020us       0.340us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[385]]  
                                 prefill_beam_bootstrap         0.03%      39.120us         0.03%      39.120us      39.120us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                             aten::view         0.04%      42.697us         0.04%      42.697us       2.372us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18                                 [[128], []]  
                  runner_update_states_after_execute_t0         0.03%      30.514us         0.03%      30.514us      30.514us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                             runner_bookkeeping_sync_t0         0.40%     463.849us         0.42%     483.885us     483.885us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::slice         0.01%      10.141us         0.01%      12.268us      12.268us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1              [[1024, 2048], [], [], [], []]  
                               cudaEventRecordWithFlags         0.01%      11.533us         0.01%      11.533us       3.844us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                          []  
                                    cudaStreamWaitEvent         0.01%       9.012us         0.01%       9.012us       3.004us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                          []  
                                               aten::to         0.01%       7.137us         0.01%       7.137us       2.379us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3        [[1, 1], [], [], [], [], [], [], []]  
                                    scheduler_update_t0         0.61%     707.435us         0.61%     707.435us     353.717us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                          []  
                                     aten::resolve_conj         0.00%       1.940us         0.00%       1.940us       0.647us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                    [[1, 1]]  
                                      aten::resolve_neg         0.00%       1.089us         0.00%       1.089us       0.363us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                    [[1, 1]]  
                                               aten::to         0.01%      14.908us         0.01%      14.908us       1.242us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12      [[1, 128], [], [], [], [], [], [], []]  
                                           aten::detach         0.01%      12.106us         0.01%      12.106us       2.018us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                                  [[1, 128]]  
                                     aten::resolve_conj         0.00%       2.126us         0.00%       2.126us       0.354us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                                  [[1, 128]]  
                                      aten::resolve_neg         0.00%       1.861us         0.00%       1.861us       0.310us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                                  [[1, 128]]  
                       frontend_worker_decision_read_t0         0.04%      42.294us         0.04%      42.294us      42.294us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                    frontend_worker_decision_flatten_t0         0.39%     456.477us         0.39%     456.477us     456.477us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                               frontend_complete_eos_t0         0.28%     329.253us         0.28%     329.253us     329.253us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                          frontend_materialize_beams_t0         3.16%       3.682ms         3.16%       3.682ms       3.682ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                           frontend_prepare_requests_t1         2.52%       2.933ms         2.52%       2.933ms       2.933ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                        frontend_engine_step_collect_t1         3.28%       3.812ms        22.21%      25.849ms      25.849ms       0.000us         0.00%     227.298us     227.298us           0 B           0 B           0 B           0 B             1                                          []  
                                  scheduler_schedule_t1         1.99%       2.320ms         1.99%       2.320ms       1.160ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                          []  
                                       execute_model_t1         1.89%       2.203ms         9.87%      11.487ms       5.743ms       0.000us         0.00%     220.738us     110.369us           0 B      -1.00 KB       6.53 MB      -1.00 KB             2                                          []  
                                            aten::zero_         0.01%      16.257us         0.05%      56.089us      56.089us       0.000us         0.00%       0.960us       0.960us           0 B           0 B           0 B           0 B             1                               [[1, 128, 3]]  
                                            aten::zero_         0.02%      18.860us         0.06%      65.300us      32.650us       0.000us         0.00%       1.856us       0.928us           0 B           0 B           0 B           0 B             2                                  [[1, 128]]  
                                               aten::to         0.00%       5.409us         0.06%      74.854us      74.854us       0.000us         0.00%       0.416us       0.416us           0 B           0 B         512 B           0 B             1              [[128, 1], [], [], [], [], []]  
                                         aten::_to_copy         0.01%      10.463us         0.06%      69.445us      69.445us       0.000us         0.00%       0.416us       0.416us           0 B           0 B         512 B           0 B             1          [[128, 1], [], [], [], [], [], []]  
                                       aten::lift_fresh         0.00%       0.515us         0.00%       0.515us       0.515us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                  [[128, 1]]  
                                          aten::detach_         0.00%       0.353us         0.00%       0.353us       0.353us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                  [[128, 1]]  
                                               aten::to         0.01%       7.153us         0.10%     117.948us      58.974us       0.000us         0.00%       0.833us       0.416us           0 B           0 B       1.00 KB           0 B             2                 [[128], [], [], [], [], []]  
                                         aten::_to_copy         0.06%      67.102us         0.31%     356.976us      59.496us       0.000us         0.00%       7.586us       1.264us           0 B           0 B       5.00 KB           0 B             6             [[128], [], [], [], [], [], []]  
                                       aten::lift_fresh         0.00%       2.072us         0.00%       2.072us       0.518us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                                     [[128]]  
                                          aten::detach_         0.00%       0.692us         0.00%       0.692us       0.346us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                     [[128]]  
                                           aten::select         0.02%      21.807us         0.02%      26.374us      13.187us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                       [[1, 128, 3], [], []]  
                                       aten::as_strided         0.01%       9.242us         0.01%       9.242us       2.311us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[1, 128, 3], [], [], []]  
                                           aten::select         0.03%      37.370us         0.04%      42.661us      10.665us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                          [[1, 128], [], []]  
                                runner_update_states_t1         0.72%     832.381us         0.77%     892.060us     446.030us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                          []  
                                      prepare_inputs_t1         1.45%       1.683ms         2.81%       3.272ms       3.272ms       0.000us         0.00%      20.194us      20.194us           0 B           0 B           0 B      -5.50 KB             1                                          []  
                                     aten::index_select         0.01%      10.280us         0.01%      10.280us       5.140us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2               [[5242880], [], [128], [128]]  
                                          aten::reshape         0.01%      16.270us         0.02%      27.110us       6.778us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                                 [[128], []]  
                                               aten::to         0.02%      22.189us         0.23%     268.370us      67.093us       0.000us         0.00%       6.753us       1.688us           0 B           0 B       4.00 KB           0 B             4                     [[128], [], [], [], []]  
                            runner_prepare_input_ids_t1         0.08%      93.296us         0.13%     146.606us     146.606us       0.000us         0.00%       0.416us       0.416us           0 B           0 B           0 B           0 B             1                                          []  
                                             aten::item         0.01%       9.730us         0.01%      12.278us       6.139us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        [[]]  
                              aten::_local_scalar_dense         0.00%       2.548us         0.00%       2.548us       1.274us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        [[]]  
                                            aten::stack         0.01%      13.889us         0.06%      68.582us      68.582us       0.000us         0.00%       1.696us       1.696us           0 B           0 B         512 B           0 B             1                                    [[], []]  
                                             aten::view         0.00%       2.003us         0.00%       2.003us       2.003us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                   [[3], []]  
                                     aten::index_select         0.04%      49.549us         0.12%     139.328us     139.328us       0.000us         0.00%       2.112us       2.112us           0 B           0 B       1.50 KB           0 B             1                         [[3, 1], [], [128]]  
                                          aten::resize_         0.01%      10.286us         0.01%      10.286us      10.286us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       1.50 KB       1.50 KB             1                               [[0], [], []]  
                                           aten::expand         0.01%       6.802us         0.01%       8.557us       8.557us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                          [[1, 128], [], []]  
                                       aten::as_strided         0.01%       6.268us         0.01%       6.268us       1.567us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                      [[3, 128], [], [], []]  
                                       aten::as_strided         0.00%       1.568us         0.00%       1.568us       1.568us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                        [[3, 1], [], [], []]  
                                           aten::unbind         0.01%      12.044us         0.03%      36.368us      36.368us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                              [[3, 128], []]  
                                           aten::select         0.02%      20.025us         0.02%      24.324us       8.108us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                          [[3, 128], [], []]  
                                  constraint_prepare_t1         0.06%      68.726us         0.06%      68.726us      68.726us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                            runner_get_slot_mappings_t1         0.12%     141.864us         0.15%     172.640us     172.640us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                     runner_build_attention_metadata_t1         1.18%       1.377ms         1.75%       2.031ms       2.031ms       0.000us         0.00%       9.536us       9.536us           0 B          -9 B           0 B      -1.00 KB             1                                          []  
                                       aten::as_strided         0.00%       3.455us         0.00%       3.455us       3.455us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[1, 64], [], [], []]  
                                            aten::slice         0.02%      18.069us         0.02%      20.611us       6.870us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                   [[16385], [], [], [], []]  
                                       aten::as_strided         0.00%       2.542us         0.00%       2.542us       0.847us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                       [[16385], [], [], []]  
                                            aten::slice         0.01%       6.584us         0.01%       8.634us       8.634us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                   [[16384], [], [], [], []]  
                                       aten::as_strided         0.00%       2.050us         0.00%       2.050us       2.050us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[16384], [], [], []]  
                                            aten::slice         0.04%      47.588us         0.05%      56.921us       9.487us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                   [[65540], [], [], [], []]  
                                       aten::as_strided         0.01%       9.333us         0.01%       9.333us       1.556us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                       [[65540], [], [], []]  
                                       aten::lift_fresh         0.00%       0.487us         0.00%       0.487us       0.487us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[132]]  
                                   runner_preprocess_t1         0.07%      78.408us         0.08%      98.808us      98.808us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                runner_model_forward_t1         0.15%     178.595us         1.78%       2.075ms       2.075ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                       aten::as_strided         0.01%       8.183us         0.01%       8.183us       2.046us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[128, 2048], [], [], []]  
