-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------------------------------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls                                Input Shapes  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------------------------------------  
                                          aten::reshape         0.01%       5.261us         0.01%      10.020us      10.020us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                  [[16], []]  
                                             aten::view         0.00%       4.759us         0.00%       4.759us       4.759us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                  [[16], []]  
                                               aten::to         0.01%       5.851us         0.08%      80.235us      80.235us       0.000us         0.00%       1.441us       1.441us           0 B           0 B         512 B           0 B             1                      [[16], [], [], [], []]  
                                         aten::_to_copy         0.02%      23.943us         0.07%      74.384us      74.384us       0.000us         0.00%       1.441us       1.441us           0 B           0 B         512 B           0 B             1              [[16], [], [], [], [], [], []]  
                                    aten::empty_strided         0.23%     234.232us         0.23%     234.232us      16.731us       0.000us         0.00%       0.000us       0.000us       4.51 KB       4.51 KB       8.00 KB       8.00 KB            14                    [[], [], [], [], [], []]  
                                       cuLaunchKernelEx         0.24%     241.527us         0.24%     241.527us      16.102us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            15                                          []  
                            runner_prepare_input_ids_t0         0.11%     108.889us         0.16%     164.209us     164.209us       0.000us         0.00%       0.352us       0.352us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::slice         0.03%      28.857us         0.03%      34.642us      11.547us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                       [[2], [], [], [], []]  
                                       aten::as_strided         0.01%       5.785us         0.01%       5.785us       1.928us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                           [[2], [], [], []]  
                             prefill_constraint_prepare         0.23%     231.795us         1.24%       1.241ms     413.607us       0.000us         0.00%       0.416us       0.139us           0 B           0 B           0 B           0 B             3                                          []  
                                  constraint_prepare_t0         0.65%     655.434us         0.84%     843.644us     843.644us       0.000us         0.00%       0.416us       0.416us           0 B           0 B           0 B           0 B             1                                          []  
                                             aten::view         0.04%      43.709us         0.04%      43.709us       4.857us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9                           [[1, 128, 3], []]  
                                             aten::view         0.07%      74.877us         0.07%      74.877us       4.160us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18                              [[1, 128], []]  
                                            aten::slice         0.11%     105.768us         0.13%     125.804us      12.580us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            10                  [[128, 3], [], [], [], []]  
                                       aten::as_strided         0.02%      20.036us         0.02%      20.036us       2.004us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            10                      [[128, 3], [], [], []]  
                                             aten::view         0.10%     101.694us         0.10%     101.694us       3.390us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            30                         [[1, 128, 128], []]  
                                            aten::slice         0.26%     261.067us         0.32%     315.498us       9.859us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            32                [[128, 128], [], [], [], []]  
                                       aten::as_strided         0.05%      54.431us         0.05%      54.431us       1.701us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            32                    [[128, 128], [], [], []]  
                                             aten::view         0.00%       3.505us         0.00%       3.505us       3.505us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                [[1, 3], []]  
                                            aten::slice         0.01%       6.307us         0.01%       7.381us       7.381us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[3], [], [], [], []]  
                                       aten::as_strided         0.00%       1.074us         0.00%       1.074us       1.074us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                           [[3], [], [], []]  
                                             aten::view         0.01%       7.061us         0.01%       7.061us       2.354us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                   [[1], []]  
                                            aten::slice         0.19%     195.153us         0.23%     231.938us       9.664us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24                     [[385], [], [], [], []]  
                                       aten::as_strided         0.04%      36.785us         0.04%      36.785us       1.533us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            24                         [[385], [], [], []]  
                                            aten::empty         0.05%      47.211us         0.05%      47.211us       6.744us       0.000us         0.00%       0.000us       0.000us       2.51 KB       2.51 KB           0 B           0 B             7                    [[], [], [], [], [], []]  
                                               aten::to         0.00%       4.800us         0.07%      72.170us      36.085us       0.000us         0.00%       0.416us       0.208us           0 B           0 B         512 B           0 B             2                   [[1], [], [], [], [], []]  
                                  cudaStreamSynchronize         0.05%      46.187us         0.05%      46.187us       6.598us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7                                          []  
                            runner_get_slot_mappings_t0         0.11%     108.905us         0.14%     137.728us     137.728us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::slice         0.05%      48.312us         0.06%      56.105us       9.351us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                      [[16], [], [], [], []]  
                                       aten::as_strided         0.01%       7.793us         0.01%       7.793us       1.299us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                          [[16], [], [], []]  
                                            aten::fill_         0.05%      46.355us         0.06%      61.921us      10.320us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                                   [[0], []]  
                     runner_build_attention_metadata_t0         0.57%     574.122us         0.71%     712.395us     712.395us       0.000us         0.00%       0.000us       0.000us           0 B          -1 B           0 B           0 B             1                                          []  
                                           aten::detach         0.01%       8.782us         0.01%       8.782us       2.927us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[128]]  
                                               aten::to         0.00%       4.437us         0.00%       4.437us       1.479us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3         [[128], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       1.541us         0.00%       1.541us       0.514us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[128]]  
                                      aten::resolve_neg         0.00%       1.227us         0.00%       1.227us       0.409us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[128]]  
                                            aten::slice         0.04%      39.231us         0.05%      47.958us       9.592us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                 [[1, 2560], [], [], [], []]  
                                       aten::as_strided         0.01%       8.727us         0.01%       8.727us       1.745us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                     [[1, 2560], [], [], []]  
                                            aten::fill_         0.03%      29.153us         0.03%      29.153us       9.718us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                             [[0, 2560], []]  
                                               aten::lt         0.03%      33.896us         0.03%      33.896us      11.299us       0.000us         0.00%       0.000us       0.000us           3 B           3 B           0 B           0 B             3                                  [[1], [1]]  
                                       aten::lift_fresh         0.00%       3.498us         0.00%       3.498us       0.700us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                                        [[]]  
                                            aten::slice         0.05%      46.065us         0.06%      56.224us       9.371us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                       [[1], [], [], [], []]  
                                       aten::as_strided         0.01%      10.159us         0.01%      10.159us       1.693us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                           [[1], [], [], []]  
                                            aten::copy_         0.02%      15.566us         0.02%      15.566us       5.189us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                               [[0], [], []]  
                                     aten::resolve_conj         0.00%       1.902us         0.00%       1.902us       0.634us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                       [[2]]  
                                      aten::resolve_neg         0.00%       1.283us         0.00%       1.283us       0.428us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                       [[2]]  
                                   runner_preprocess_t0         0.09%      86.918us         0.10%     104.576us     104.576us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                runner_model_forward_t0         0.23%     235.080us         1.76%       1.767ms       1.767ms       0.000us         0.00%       6.048us       6.048us           0 B           0 B           0 B           0 B             1                                          []  
                                prefill_graph_replay_t0         0.42%     422.792us         1.53%       1.532ms       1.532ms       0.000us         0.00%       6.048us       6.048us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::slice         0.01%       6.650us         0.01%       7.719us       7.719us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[9], [], [], [], []]  
                                       aten::as_strided         0.00%       1.069us         0.00%       1.069us       1.069us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                           [[9], [], [], []]  
                                            aten::slice         0.01%       6.516us         0.01%       7.510us       7.510us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[8], [], [], [], []]  
                                       aten::as_strided         0.00%       0.994us         0.00%       0.994us       0.994us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                           [[8], [], [], []]  
                                            aten::slice         0.01%       6.710us         0.01%       8.232us       8.232us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                 [[8, 2560], [], [], [], []]  
                                       aten::as_strided         0.00%       1.522us         0.00%       1.522us       1.522us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[8, 2560], [], [], []]  
                                        cudaGraphLaunch         5.13%       5.134ms         5.13%       5.134ms       1.711ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                          []  
                                               aten::to         0.00%       4.238us         0.08%      75.751us      75.751us       0.000us         0.00%       1.792us       1.792us           0 B           0 B         512 B           0 B             1                       [[1], [], [], [], []]  
                                         aten::_to_copy         0.02%      21.817us         0.14%     138.883us      69.441us       0.000us         0.00%       2.208us       1.104us           0 B           0 B       1.00 KB           0 B             2               [[1], [], [], [], [], [], []]  
                                       aten::as_strided         0.01%       7.804us         0.01%       7.804us       3.902us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                    [[16, 2048], [], [], []]  
                                          aten::reshape         0.01%       7.898us         0.01%      12.332us       6.166us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                   [[1], []]  
                                           aten::linear         0.01%       8.612us         0.13%     131.564us     131.564us       0.000us         0.00%     139.425us     139.425us           0 B           0 B      48.50 KB           0 B             1              [[1, 2048], [24704, 2048], []]  
                                                aten::t         0.01%      13.238us         0.04%      41.770us      13.923us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                             [[24704, 2048]]  
                                        aten::transpose         0.02%      22.495us         0.03%      28.532us       9.511us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                     [[24704, 2048], [], []]  
                                       aten::as_strided         0.01%       6.037us         0.01%       6.037us       2.012us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                 [[24704, 2048], [], [], []]  
                                           aten::matmul         0.01%       6.152us         0.11%     109.313us     109.313us       0.000us         0.00%     139.425us     139.425us           0 B           0 B      48.50 KB           0 B             1                  [[1, 2048], [2048, 24704]]  
                                            aten::alias         0.00%       2.307us         0.00%       2.307us       2.307us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                [[1, 24704]]  
                                            aten::slice         0.01%       7.189us         0.01%       8.690us       8.690us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[1, 24704], [], [], [], []]  
                                       aten::as_strided         0.00%       1.501us         0.00%       1.501us       1.501us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                    [[1, 24704], [], [], []]  
                                constraint_prelaunch_t0         0.39%     387.641us         1.04%       1.046ms       1.046ms       0.000us         0.00%       1.600us       1.600us           0 B           0 B           0 B           0 B             1                                          []  
                runner_update_async_output_token_ids_t0         0.04%      38.759us         0.04%      38.759us      38.759us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                prefill_constraint_topk         0.48%     478.489us         0.50%     502.163us     502.163us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                             aten::view         0.01%       5.742us         0.01%       5.742us       5.742us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                             [[1, 1, 1], []]  
                                            aten::slice         0.12%     118.890us         0.14%     141.520us      10.109us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            14                  [[1, 128], [], [], [], []]  
                                       aten::as_strided         0.03%      31.883us         0.03%      31.883us       1.678us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            19                      [[1, 128], [], [], []]  
                                       sample_tokens_t0         0.78%     785.730us         5.52%       5.525ms       5.525ms       0.000us         0.00%       0.000us       0.000us       1.50 KB           0 B     -52.50 KB     -52.50 KB             1                                          []  
                                       runner_sample_t0         0.09%      86.381us         4.21%       4.214ms       4.214ms       0.000us         0.00%       0.000us       0.000us       1.50 KB           0 B           0 B           0 B             1                                          []  
                      constraint_consume_prelaunched_t0         0.04%      35.591us         0.04%      35.591us      35.591us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                beam_worker_decision_t0         0.06%      64.530us         4.09%       4.092ms       4.092ms       0.000us         0.00%       0.000us       0.000us       1.50 KB           0 B           0 B           0 B             1                                          []  
                            beam_prefill_postprocess_t0         0.34%     335.718us         4.02%       4.027ms       4.027ms       0.000us         0.00%       0.000us       0.000us       1.50 KB           0 B           0 B           0 B             1                                          []  
                                        aten::is_pinned         0.05%      46.139us         0.05%      53.873us      17.958us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                 [[385], []]  
                               cudaPointerGetAttributes         0.01%       7.734us         0.01%       7.734us       2.578us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                          []  
                                    prefill_result_wait         0.04%      35.089us         3.56%       3.562ms       3.562ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::clone         0.03%      34.992us         0.08%      80.451us      26.817us       0.000us         0.00%       0.000us       0.000us       4.51 KB           0 B           0 B           0 B             3                                 [[385], []]  
                                           aten::detach         0.01%       5.642us         0.01%       5.642us       1.881us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[385]]  
                                               aten::to         0.00%       3.759us         0.00%       3.759us       1.253us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3         [[385], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       1.521us         0.00%       1.521us       0.507us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[385]]  
                                      aten::resolve_neg         0.00%       1.246us         0.00%       1.246us       0.415us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                     [[385]]  
                                 prefill_beam_bootstrap         0.04%      39.127us         0.04%      39.127us      39.127us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                             aten::view         0.05%      51.945us         0.05%      51.945us       2.886us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18                                 [[128], []]  
                  runner_update_states_after_execute_t0         0.03%      31.762us         0.03%      31.762us      31.762us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                             runner_bookkeeping_sync_t0         0.46%     459.530us         0.48%     478.792us     478.792us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                            aten::slice         0.01%       9.910us         0.01%      11.903us      11.903us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[16, 2048], [], [], [], []]  
                               cudaEventRecordWithFlags         0.01%      12.575us         0.01%      12.575us       4.192us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                          []  
                                    cudaStreamWaitEvent         0.01%      10.554us         0.01%      10.554us       3.518us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                          []  
                                               aten::to         0.01%       8.170us         0.01%       8.170us       2.723us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3        [[1, 1], [], [], [], [], [], [], []]  
                                    scheduler_update_t0         0.57%     571.757us         0.57%     571.757us     285.879us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                          []  
                                     aten::resolve_conj         0.00%       2.328us         0.00%       2.328us       0.776us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                    [[1, 1]]  
                                      aten::resolve_neg         0.00%       1.304us         0.00%       1.304us       0.435us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                    [[1, 1]]  
                                               aten::to         0.02%      16.978us         0.02%      16.978us       1.415us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12      [[1, 128], [], [], [], [], [], [], []]  
                                           aten::detach         0.01%      14.291us         0.01%      14.291us       2.382us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                                  [[1, 128]]  
                                     aten::resolve_conj         0.00%       2.448us         0.00%       2.448us       0.408us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                                  [[1, 128]]  
                                      aten::resolve_neg         0.00%       2.151us         0.00%       2.151us       0.359us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                                  [[1, 128]]  
                       frontend_worker_decision_read_t0         0.04%      41.520us         0.04%      41.520us      41.520us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                    frontend_worker_decision_flatten_t0         0.48%     479.613us         0.48%     479.613us     479.613us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                               frontend_complete_eos_t0         0.32%     320.062us         0.32%     320.062us     320.062us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                          frontend_materialize_beams_t0         3.80%       3.803ms         3.80%       3.803ms       3.803ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                           frontend_prepare_requests_t1         2.92%       2.925ms         2.92%       2.925ms       2.925ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                        frontend_engine_step_collect_t1         4.50%       4.504ms        26.64%      26.670ms      26.670ms       0.000us         0.00%     230.431us     230.431us           0 B           0 B           0 B           0 B             1                                          []  
                                  scheduler_schedule_t1         2.42%       2.423ms         2.42%       2.423ms       1.211ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                          []  
                                       execute_model_t1         2.22%       2.219ms        11.66%      11.675ms       5.838ms       0.000us         0.00%     223.871us     111.935us           0 B      -1.00 KB       6.53 MB      -1.00 KB             2                                          []  
                                            aten::zero_         0.02%      15.785us         0.06%      56.110us      56.110us       0.000us         0.00%       0.960us       0.960us           0 B           0 B           0 B           0 B             1                               [[1, 128, 3]]  
                                            aten::zero_         0.02%      18.365us         0.06%      64.497us      32.248us       0.000us         0.00%       1.824us       0.912us           0 B           0 B           0 B           0 B             2                                  [[1, 128]]  
                                               aten::to         0.01%       5.644us         0.08%      83.643us      83.643us       0.000us         0.00%       0.416us       0.416us           0 B           0 B         512 B           0 B             1              [[128, 1], [], [], [], [], []]  
                                         aten::_to_copy         0.01%      10.417us         0.08%      77.999us      77.999us       0.000us         0.00%       0.416us       0.416us           0 B           0 B         512 B           0 B             1          [[128, 1], [], [], [], [], [], []]  
                                       aten::lift_fresh         0.00%       0.563us         0.00%       0.563us       0.563us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                  [[128, 1]]  
                                          aten::detach_         0.00%       0.828us         0.00%       0.828us       0.828us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                  [[128, 1]]  
                                               aten::to         0.01%       8.494us         0.14%     140.278us      70.139us       0.000us         0.00%       0.800us       0.400us           0 B           0 B       1.00 KB           0 B             2                 [[128], [], [], [], [], []]  
                                         aten::_to_copy         0.08%      79.829us         0.44%     439.803us      73.300us       0.000us         0.00%       7.487us       1.248us           0 B           0 B       5.00 KB           0 B             6             [[128], [], [], [], [], [], []]  
                                       aten::lift_fresh         0.00%       2.640us         0.00%       2.640us       0.660us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                                     [[128]]  
                                          aten::detach_         0.00%       0.814us         0.00%       0.814us       0.407us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                     [[128]]  
                                           aten::select         0.03%      25.414us         0.03%      30.583us      15.291us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                       [[1, 128, 3], [], []]  
                                       aten::as_strided         0.01%      10.373us         0.01%      10.373us       2.593us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[1, 128, 3], [], [], []]  
                                           aten::select         0.04%      39.816us         0.05%      47.322us      11.831us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                          [[1, 128], [], []]  
                                runner_update_states_t1         0.84%     843.896us         0.90%     905.246us     452.623us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                          []  
                                      prepare_inputs_t1         1.74%       1.743ms         3.41%       3.418ms       3.418ms       0.000us         0.00%      20.381us      20.381us           0 B           0 B           0 B      -5.50 KB             1                                          []  
                                     aten::index_select         0.01%      11.729us         0.01%      11.729us       5.865us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2               [[5242880], [], [128], [128]]  
                                          aten::reshape         0.02%      22.018us         0.04%      36.021us       9.005us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                                 [[128], []]  
                                               aten::to         0.04%      39.322us         0.35%     347.341us      86.835us       0.000us         0.00%       6.687us       1.672us           0 B           0 B       4.00 KB           0 B             4                     [[128], [], [], [], []]  
                            runner_prepare_input_ids_t1         0.11%     111.439us         0.18%     176.539us     176.539us       0.000us         0.00%       0.416us       0.416us           0 B           0 B           0 B           0 B             1                                          []  
                                             aten::item         0.02%      17.982us         0.02%      20.317us      10.159us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        [[]]  
                              aten::_local_scalar_dense         0.00%       2.335us         0.00%       2.335us       1.168us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        [[]]  
                                            aten::stack         0.01%      13.956us         0.08%      77.695us      77.695us       0.000us         0.00%       1.728us       1.728us           0 B           0 B         512 B           0 B             1                                    [[], []]  
                                             aten::view         0.00%       2.141us         0.00%       2.141us       2.141us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                   [[3], []]  
                                     aten::index_select         0.04%      41.040us         0.13%     128.184us     128.184us       0.000us         0.00%       2.208us       2.208us           0 B           0 B       1.50 KB           0 B             1                         [[3, 1], [], [128]]  
                                          aten::resize_         0.01%      10.233us         0.01%      10.233us      10.233us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       1.50 KB       1.50 KB             1                               [[0], [], []]  
                                           aten::expand         0.01%       7.664us         0.01%       9.411us       9.411us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                          [[1, 128], [], []]  
                                       aten::as_strided         0.01%       6.233us         0.01%       6.233us       1.558us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                      [[3, 128], [], [], []]  
                                       aten::as_strided         0.00%       1.486us         0.00%       1.486us       1.486us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                        [[3, 1], [], [], []]  
                                           aten::unbind         0.01%      12.279us         0.04%      36.680us      36.680us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                              [[3, 128], []]  
                                           aten::select         0.02%      20.228us         0.02%      24.401us       8.134us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                          [[3, 128], [], []]  
                                  constraint_prepare_t1         0.07%      70.141us         0.07%      70.141us      70.141us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                            runner_get_slot_mappings_t1         0.13%     133.079us         0.17%     172.689us     172.689us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                     runner_build_attention_metadata_t1         1.37%       1.370ms         2.02%       2.019ms       2.019ms       0.000us         0.00%       9.473us       9.473us           0 B          -9 B           0 B      -1.00 KB             1                                          []  
                                       aten::as_strided         0.00%       2.347us         0.00%       2.347us       2.347us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[1, 64], [], [], []]  
                                            aten::slice         0.02%      19.541us         0.02%      22.034us       7.345us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                   [[16385], [], [], [], []]  
                                       aten::as_strided         0.00%       2.493us         0.00%       2.493us       0.831us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                       [[16385], [], [], []]  
                                            aten::slice         0.01%       6.718us         0.01%       7.540us       7.540us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                   [[16384], [], [], [], []]  
                                       aten::as_strided         0.00%       0.822us         0.00%       0.822us       0.822us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[16384], [], [], []]  
                                            aten::slice         0.05%      46.149us         0.05%      54.291us       9.049us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                   [[65540], [], [], [], []]  
                                       aten::as_strided         0.01%       8.142us         0.01%       8.142us       1.357us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                       [[65540], [], [], []]  
                                       aten::lift_fresh         0.00%       0.518us         0.00%       0.518us       0.518us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[132]]  
                                   runner_preprocess_t1         0.08%      75.302us         0.10%      95.753us      95.753us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                runner_model_forward_t1         0.18%     181.381us         2.09%       2.089ms       2.089ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                          []  
                                       aten::as_strided         0.01%       9.741us         0.01%       9.741us       2.435us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[128, 2048], [], [], []]  
                                           aten::linear         0.02%      19.606us         0.28%     279.462us     139.731us       0.000us         0.00%     365.026us     182.513us           0 B           0 B      12.06 MB           0 B             2            [[128, 2048], [24704, 2048], []]  
                                           aten::matmul         0.01%      13.610us         0.23%     231.725us     115.862us       0.000us         0.00%     365.026us     182.513us           0 B           0 B      12.06 MB           0 B             2                [[128, 2048], [2048, 24704]]  
                                 cudaDeviceGetAttribute         0.00%       4.475us         0.00%       4.475us       2.238us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                          []  
