-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ----------------------------------------  
                                                   Name    Self CPU %      Self CPU   CPU total %     CPU total  CPU time avg     Self CUDA   Self CUDA %    CUDA total  CUDA time avg       CPU Mem  Self CPU Mem      CUDA Mem  Self CUDA Mem    # of Calls                              Input Shapes  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ----------------------------------------  
                                            aten::zero_         0.05%      42.986us         0.18%     146.711us      29.342us       0.000us         0.00%       4.702us       0.940us           0 B           0 B           0 B           0 B             5                              [[1, 32896]]  
                                             aten::view         0.00%       3.260us         0.00%       3.260us       3.260us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                         [[1, 128, 3], []]  
                                             aten::view         0.01%       7.557us         0.01%       7.557us       1.511us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                            [[1, 128], []]  
                                             aten::view         0.01%       4.164us         0.01%       4.164us       2.082us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                         [[1, 3, 128], []]  
                                             aten::view         0.01%       9.986us         0.01%       9.986us       1.664us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                          [[1, 32896], []]  
                                            aten::slice         0.01%       5.197us         0.01%       7.354us       7.354us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                  [[1, 3], [], [], [], []]  
                                       aten::as_strided         0.01%       7.510us         0.01%       7.510us       1.073us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7                      [[1, 3], [], [], []]  
                                             aten::view         0.01%       5.620us         0.01%       5.620us       2.810us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                              [[1, 3], []]  
                                           aten::select         0.12%      95.828us         0.14%     113.688us       8.745us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            13                        [[1, 128], [], []]  
                                           aten::select         0.03%      24.828us         0.04%      30.343us       7.586us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[1, 128, 128], [], []]  
                                       aten::as_strided         0.01%       5.515us         0.01%       5.515us       1.379us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4               [[1, 128, 128], [], [], []]  
                                           aten::select         0.03%      20.131us         0.03%      22.828us       7.609us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                     [[1, 128, 3], [], []]  
                                           aten::select         0.14%     110.160us         0.17%     133.435us      11.120us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12                       [[2, 1, 3], [], []]  
                                       aten::as_strided         0.03%      23.275us         0.03%      23.275us       1.940us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            12                   [[2, 1, 3], [], [], []]  
                                           aten::select         0.04%      34.666us         0.05%      40.019us       6.670us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                          [[1, 3], [], []]  
                                            aten::slice         0.11%      91.667us         0.14%     109.261us       7.284us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            15                     [[3], [], [], [], []]  
                                       aten::as_strided         0.02%      17.594us         0.02%      17.594us       1.173us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            15                         [[3], [], [], []]  
                                        cudaMemcpyAsync         0.75%     603.408us         0.75%     603.408us      16.308us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            37                                        []  
                                            aten::slice         0.34%     269.224us         0.40%     317.025us      10.227us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            31                   [[128], [], [], [], []]  
                                       aten::as_strided         0.07%      53.136us         0.07%      53.136us       1.563us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            34                       [[128], [], [], []]  
                                            aten::slice         0.04%      32.879us         0.05%      39.812us       9.953us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4              [[128, 512], [], [], [], []]  
                                       aten::as_strided         0.01%       6.933us         0.01%       6.933us       1.733us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                  [[128, 512], [], [], []]  
                                  cudaStreamIsCapturing         0.03%      27.702us         0.03%      27.702us       1.731us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16                                        []  
                                       aten::lift_fresh         0.00%       1.329us         0.00%       1.329us       1.329us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                  [[1024]]  
                                          aten::flatten         0.01%      10.252us         0.02%      19.167us      19.167us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[128, 8192], [], []]  
                                             aten::view         0.01%       8.915us         0.01%       8.915us       8.915us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                         [[128, 8192], []]  
                                            aten::slice         0.16%     129.991us         0.19%     152.282us       9.518us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16                  [[8192], [], [], [], []]  
                                       aten::as_strided         0.03%      22.291us         0.03%      22.291us       1.393us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            16                      [[8192], [], [], []]  
                                     aten::index_select         0.01%       9.659us         0.01%       9.659us       9.659us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1           [[1048576], [], [1024], [1024]]  
                                            aten::slice         0.05%      39.371us         0.06%      45.666us       9.133us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                   [[129], [], [], [], []]  
                                       aten::as_strided         0.01%       6.295us         0.01%       6.295us       1.259us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             5                       [[129], [], [], []]  
                                       aten::lift_fresh         0.00%       0.657us         0.00%       0.657us       0.657us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[1]]  
                                              aten::add         0.02%      14.355us         0.02%      14.355us      14.355us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                       [[1], [1], [], [1]]  
                                           aten::detach         0.01%       5.582us         0.01%       5.582us       5.582us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[1]]  
                                               aten::to         0.00%       2.982us         0.00%       2.982us       2.982us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1         [[1], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       1.269us         0.00%       1.269us       0.635us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                     [[1]]  
                                      aten::resolve_neg         0.00%       0.744us         0.00%       0.744us       0.372us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                     [[1]]  
                                          aten::reshape         0.01%       4.552us         0.01%       9.685us       9.685us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                              [[1024], []]  
                                             aten::view         0.01%       5.133us         0.01%       5.133us       5.133us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                              [[1024], []]  
                                               aten::to         0.01%       5.987us         0.10%      81.088us      81.088us       0.000us         0.00%       2.208us       2.208us           0 B           0 B       8.00 KB           0 B             1                  [[1024], [], [], [], []]  
                                         aten::_to_copy         0.03%      25.666us         0.09%      75.101us      75.101us       0.000us         0.00%       2.208us       2.208us           0 B           0 B       8.00 KB           0 B             1          [[1024], [], [], [], [], [], []]  
                                    aten::empty_strided         0.05%      36.120us         0.05%      36.120us      18.060us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       8.50 KB       8.50 KB             2                  [[], [], [], [], [], []]  
                                       cuLaunchKernelEx         0.68%     540.371us         0.68%     540.371us       9.825us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            55                                        []  
                                            aten::slice         0.01%       7.337us         0.01%       9.623us       9.623us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[2], [], [], [], []]  
                                       aten::as_strided         0.00%       2.286us         0.00%       2.286us       2.286us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                         [[2], [], [], []]  
                                            aten::slice         0.06%      48.739us         0.07%      58.621us       9.770us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                  [[1024], [], [], [], []]  
                                       aten::as_strided         0.01%       9.882us         0.01%       9.882us       1.647us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             6                      [[1024], [], [], []]  
                                            aten::fill_         0.02%      12.729us         0.02%      17.187us       8.594us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                 [[0], []]  
                                           aten::detach         0.00%       2.656us         0.00%       2.656us       2.656us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                   [[128]]  
                                               aten::to         0.00%       1.342us         0.00%       1.342us       1.342us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1       [[128], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       0.553us         0.00%       0.553us       0.553us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                   [[128]]  
                                      aten::resolve_neg         0.00%       0.426us         0.00%       0.426us       0.426us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                   [[128]]  
                                            aten::slice         0.01%       6.614us         0.01%       7.785us       7.785us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[1, 512], [], [], [], []]  
                                       aten::as_strided         0.00%       1.171us         0.00%       1.171us       1.171us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                    [[1, 512], [], [], []]  
                                            aten::fill_         0.01%       7.784us         0.01%       7.784us       7.784us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                            [[0, 512], []]  
                                               aten::lt         0.01%      11.127us         0.01%      11.127us      11.127us       0.000us         0.00%       0.000us       0.000us           1 B           1 B           0 B           0 B             1                                [[1], [1]]  
                                       aten::lift_fresh         0.00%       0.575us         0.00%       0.575us       0.575us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                      [[]]  
                                            aten::copy_         0.01%       4.458us         0.01%       4.458us       4.458us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                             [[0], [], []]  
                                     aten::resolve_conj         0.00%       0.592us         0.00%       0.592us       0.592us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[2]]  
                                      aten::resolve_neg         0.00%       0.328us         0.00%       0.328us       0.328us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                     [[2]]  
                                   prefill_graph_replay         0.66%     525.707us         2.52%       2.019ms       2.019ms       0.000us         0.00%       5.888us       5.888us           0 B           0 B           0 B           0 B             1                                        []  
                                            aten::slice         0.01%       7.935us         0.01%       8.997us       8.997us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[9], [], [], [], []]  
                                       aten::as_strided         0.00%       1.062us         0.00%       1.062us       1.062us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                         [[9], [], [], []]  
                                            aten::slice         0.01%       7.885us         0.01%       8.904us       8.904us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                     [[8], [], [], [], []]  
                                       aten::as_strided         0.00%       1.019us         0.00%       1.019us       1.019us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                         [[8], [], [], []]  
                                            aten::slice         0.01%       7.850us         0.01%       9.097us       9.097us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[8, 512], [], [], [], []]  
                                       aten::as_strided         0.00%       1.247us         0.00%       1.247us       1.247us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                    [[8, 512], [], [], []]  
                                        cudaGraphLaunch         6.47%       5.172ms         6.47%       5.172ms       1.724ms       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                                        []  
                                               aten::to         0.01%       6.077us         0.10%      79.795us      26.598us       0.000us         0.00%       1.696us       0.565us           0 B           0 B         512 B           0 B             3                     [[1], [], [], [], []]  
                                         aten::_to_copy         0.02%      14.141us         0.09%      73.718us      73.718us       0.000us         0.00%       1.696us       1.696us           0 B           0 B         512 B           0 B             1             [[1], [], [], [], [], [], []]  
                                       aten::as_strided         0.01%       4.555us         0.01%       4.555us       4.555us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[1024, 2048], [], [], []]  
                                          aten::reshape         0.01%       5.108us         0.01%       6.870us       6.870us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                 [[1], []]  
                                             aten::view         0.00%       1.762us         0.00%       1.762us       1.762us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                                 [[1], []]  
                                           aten::linear         0.02%      12.167us         0.16%     131.241us     131.241us       0.000us         0.00%     981.315us     981.315us           0 B           0 B     344.50 KB           0 B             1           [[1, 2048], [176384, 2048], []]  
                                                aten::t         0.02%      19.429us         0.06%      50.937us      16.979us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                          [[176384, 2048]]  
                                        aten::transpose         0.03%      23.128us         0.04%      31.508us      10.503us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3                  [[176384, 2048], [], []]  
                                       aten::as_strided         0.01%       8.380us         0.01%       8.380us       2.793us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             3              [[176384, 2048], [], [], []]  
                                           aten::matmul         0.01%       6.143us         0.13%     102.966us     102.966us       0.000us         0.00%     981.315us     981.315us           0 B           0 B     344.50 KB           0 B             1               [[1, 2048], [2048, 176384]]  
                                            aten::alias         0.00%       2.222us         0.00%       2.222us       2.222us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                             [[1, 176384]]  
                                            aten::slice         0.09%      75.536us         0.11%      89.081us       9.898us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9              [[128, 128], [], [], [], []]  
                                       aten::as_strided         0.02%      13.545us         0.02%      13.545us       1.505us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             9                  [[128, 128], [], [], []]  
                                            aten::slice         0.06%      48.809us         0.08%      61.812us       8.830us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7                [[128, 3], [], [], [], []]  
                                       aten::as_strided         0.02%      13.003us         0.02%      13.003us       1.858us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7                    [[128, 3], [], [], []]  
                                           aten::__or__         0.05%      37.850us         0.33%     263.455us      37.636us       0.000us         0.00%       8.160us       1.166us           0 B           0 B       3.50 KB           0 B             7                                [[1], [1]]  
                                         cudaEventQuery         0.01%      11.936us         0.01%      11.936us       5.968us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        []  
                                           aten::select         0.05%      38.250us         0.06%      45.158us      11.290us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                       [[2, 1158], [], []]  
                                       aten::as_strided         0.01%       6.908us         0.01%       6.908us       1.727us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[2, 1158], [], [], []]  
                                           aten::detach         0.00%       3.919us         0.00%       3.919us       1.959us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1158]]  
                                               aten::to         0.00%       2.657us         0.00%       2.657us       1.328us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2      [[1158], [], [], [], [], [], [], []]  
                                     aten::resolve_conj         0.00%       0.927us         0.00%       0.927us       0.463us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1158]]  
                                      aten::resolve_neg         0.00%       0.665us         0.00%       0.665us       0.333us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1158]]  
                                            aten::slice         0.13%     102.961us         0.16%     124.701us       6.928us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18                  [[1158], [], [], [], []]  
                                       aten::as_strided         0.03%      21.740us         0.03%      21.740us       1.208us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B            18                      [[1158], [], [], []]  
                                             aten::view         0.01%       4.550us         0.01%       4.550us       2.275us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                               [[512], []]  
                                          aten::__and__         0.05%      42.724us         0.37%     296.280us      37.035us       0.000us         0.00%       9.569us       1.196us           0 B           0 B       4.00 KB           0 B             8                                [[1], [1]]  
                                    aten::scalar_tensor         0.22%     178.269us         0.91%     728.492us      45.531us       0.000us         0.00%      14.687us       0.918us           0 B           0 B       8.00 KB           0 B            16                      [[], [], [], [], []]  
                                            aten::empty         0.41%     330.579us         0.41%     330.579us      11.806us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       8.00 KB       8.00 KB            28                  [[], [], [], [], [], []]  
                                          aten::resize_         0.14%     109.382us         0.14%     109.382us       9.115us       0.000us         0.00%       0.000us       0.000us           0 B           0 B       6.50 KB       6.50 KB            12                             [[0], [], []]  
                                          aten::__and__         0.01%       8.977us         0.09%      75.944us      37.972us       0.000us         0.00%       2.912us       1.456us           0 B           0 B       1.00 KB           0 B             2                              [[1], [128]]  
                                               aten::to         0.00%       2.144us         0.00%       2.144us       0.536us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                   [[128], [], [], [], []]  
                                        aten::unsqueeze         0.01%      11.801us         0.02%      13.725us       6.862us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                               [[128], []]  
                                               aten::to         0.00%       0.539us         0.00%       0.539us       0.539us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[128, 1], [], [], [], []]  
                                           aten::expand         0.02%      15.335us         0.02%      19.218us       9.609us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                             [[1], [], []]  
                                           aten::linear         0.02%      16.797us         0.31%     250.462us     125.231us       0.000us         0.00%       3.025ms       1.512ms           0 B           0 B      86.12 MB           0 B             2         [[128, 2048], [176384, 2048], []]  
                                           aten::matmul         0.01%      10.669us         0.25%     198.836us      99.418us       0.000us         0.00%       3.025ms       1.512ms           0 B           0 B      86.12 MB           0 B             2             [[128, 2048], [2048, 176384]]  
                                        cudaMemsetAsync         0.05%      43.411us         0.05%      43.411us      21.706us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        []  
          cudaOccupancyMaxActiveBlocksPerMultiprocessor         0.01%       7.809us         0.01%       7.809us       3.905us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        []  
                                            aten::alias         0.01%       4.618us         0.01%       4.618us       2.309us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                           [[128, 176384]]  
                                             aten::view         0.01%       7.529us         0.01%       7.529us       3.764us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                            [[128, 3], []]  
                                     aten::resolve_conj         0.00%       1.122us         0.00%       1.122us       0.561us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1, 3]]  
                                      aten::resolve_neg         0.00%       0.728us         0.00%       0.728us       0.364us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                  [[1, 3]]  
                                               aten::to         0.00%       0.523us         0.00%       0.523us       0.523us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             1                [[128, 2], [], [], [], []]  
                                            aten::slice         0.05%      39.254us         0.06%      44.636us      11.159us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                  [[1284], [], [], [], []]  
                                       aten::as_strided         0.01%       5.382us         0.01%       5.382us       1.345us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             4                      [[1284], [], [], []]  
                                           aten::select         0.06%      44.387us         0.07%      52.495us       7.499us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             7                      [[1, 32896], [], []]  
                                           aten::select         0.01%      11.844us         0.02%      15.291us       7.645us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                     [[1, 3, 128], [], []]  
                                  cudaDeviceSynchronize         0.25%     196.439us         0.25%     196.439us      98.219us       0.000us         0.00%       0.000us       0.000us           0 B           0 B           0 B           0 B             2                                        []  
-------------------------------------------------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ------------  ----------------------------------------  
Self CPU time total: 79.984ms
Self CUDA time total: 52.871ms

